scheme_id,scheme_name,ministry,scheme_level,scheme_type,scheme_category,documents_required,application_url,benefit_description,min_age,max_age,income_limit,applicable_states,special_conditions_required,source_url
dbt_haryana_schemelist_rajiv_gandhi_scholarship_eee,Rajiv gandhi Scholarship EEE,Department of Elementary Education: 9 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_samagra_shiksha_intervention_of_uniform_textbooks,Samagra Shiksha Intervention of uniform/textbooks,Department of Elementary Education: 9 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_bhavantar_bharpayee_yojana,Bhavantar Bharpayee Yojana,Department of Horticulture: 4 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_integrated_horticulture_development_plan_scheme_for_schedule,Integrated Horticulture Development Plan Scheme for Scheduled Caste Families,Department of Horticulture: 4 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_national_horticulture_mission,National Horticulture Mission,Department of Horticulture: 4 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_scheme_for_integrated_horticulture_development,Scheme for integrated horticulture development,Department of Horticulture: 4 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_52_sports_awards_and_incentive_scheme,52  Sports Awards and Incentive Scheme,Department of Sports and Youth Affairs: 2 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_789_special_component_for_sc_plan,789 Special component for SC-Plan,Department of Sports and Youth Affairs: 2 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_bhed_bakri_sheep_goat_palak_utthan_yojna,Bhed/Bakri Sheep/Goat Palak Utthan Yojna,Department of Animal Husbandry and Dairying: 8 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_scheme_for_conservation_and_development_of_indigenous_cattle,Scheme for Conservation and Development of Indigenous Cattle and Murrah Development,Department of Animal Husbandry and Dairying: 8 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_scheme_for_employment_opportunities_to_scheduled_castes_by_e,Scheme for employment opportunities to Scheduled Castes by establishing Livestock Units SCSP.,Department of Animal Husbandry and Dairying: 8 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_scheme_for_establishment_of_backyard_poultry_units_for_the_y,Scheme for establishment of backyard poultry units for the year two thousand twenty twenty one,Department of Animal Husbandry and Dairying: 8 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_scheme_for_establishment_of_hi_tech_and_mini_dairy_units,Scheme for establishment of Hi-tech and Mini Dairy units.,Department of Animal Husbandry and Dairying: 8 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_scheme_for_livestock_health_and_disease_control,Scheme for Livestock Health and Disease Control,Department of Animal Husbandry and Dairying: 8 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_scheme_for_providing_employment_opportunities_by_establishin,"Scheme for Providing Employment opportunities by Establishing Piggery, Sheep and Goat Units General",Department of Animal Husbandry and Dairying: 8 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_scheme_for_special_livestock_insurance_for_scheduled_caste_s,Scheme for Special Livestock Insurance for Scheduled Caste SCSP,Department of Animal Husbandry and Dairying: 8 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_intensive_fisheries_development_programme,Intensive Fisheries Development Programme,Department of Fisheries: 5 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_pradhan_mantri_matsya_sampada_yojana,Pradhan Mantri Matsya Sampada Yojana,Department of Fisheries: 5 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_scheme_for_the_agriculture_human_resource_development,Scheme for the Agriculture Human Resource Development,Department of Fisheries: 5 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_scheme_for_the_ornamental_fisheries,Scheme for the Ornamental Fisheries,Department of Fisheries: 5 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_scheme_for_the_welfare_of_scheduled_castes_families_in_fishe,Scheme for the Welfare of Scheduled Castes Families in Fisheries Sector,Department of Fisheries: 5 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_award_of_punjabi_second_language_on_the_basis_of_board_matri,Award of Punjabi Second Language on the basis of  Board Matric Exam Student studying in class 11th  and 12TH,Department of Secondary Education: 13 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_education_encouragement_for_excellence_high_senior_schools_e,EDUCATION ENCOURAGEMENT FOR EXCELLENCE HIGH/ SENIOR SCHOOLS EEE STUDYING IN CLASSES 9TH TO 12TH,Department of Secondary Education: 13 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_haryana_state_merit_scholarship_scheme_on_the_basis_of_board,"Haryana State Merit Scholarship Scheme on the basis of Board Matric Exam conducted by Board of School Education, Bhiwani and to provide free Laptop under this scheme Recurring/Non-recurring",Department of Secondary Education: 13 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_kind_benefit_under_ie_component_of_samagra_shiksha,Kind Benefit under IE component of Samagra  Shiksha,Department of Secondary Education: 13 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_monthly_stipend_for_bc_a_students_in_classes_9th_to_12th,MONTHLY STIPEND FOR BC-A STUDENTS IN CLASSES 9th to 12th,Department of Secondary Education: 13 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_monthly_stipend_for_bpl_students_in_classes_9thto_12th,MONTHLY STIPEND FOR BPL STUDENTS IN CLASSES 9thTO 12TH,Department of Secondary Education: 13 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_monthly_stipends_to_all_scheduled_caste_students_in_classes_,MONTHLY STIPENDS TO ALL SCHEDULED CASTE STUDENTS IN CLASSES 9th to 12th,Department of Secondary Education: 13 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_mukhyamantri_saksham_scheme_merit_based_scholarship_for_stud,Mukhyamantri Saksham Scheme merit based Scholarship for students studying in classes 9th to 12th,Department of Secondary Education: 13 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_one_time_allowance_to_sc_students_in_classess_9th_to_12th,One Time Allowance to SC Students in Classess 9th to 12th,Department of Secondary Education: 13 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_providing_free_bicycles_to_sc_students_boys_and_girls_studyi,Providing Free Bicycles to SC Students Boys and Girls studying in classes IX and XI,Department of Secondary Education: 13 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_providing_the_incentives_to_the_students_boys_and_girls_of_g,PROVIDING THE INCENTIVES TO THE STUDENTS BOYS and GIRLS OF GRAND CHILDREN OF FREEDOM FIGHTER IN THE STATE.,Department of Secondary Education: 13 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_stipend_for_disabled_girls_under_ie_component_of_samagra_shi,Stipend for Disabled Girls under IE Component of Samagra Shiksha,Department of Secondary Education: 13 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_transport_facility,Transport Facility,Department of Secondary Education: 13 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_merit_scholarship_to_deserving_students_in_government_polyte,Merit Scholarship to deserving students in Government Polytechnics and Govt. Aided Polytechnics,Department of Technical Education: 2 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_reimbursement_of_tuition_fee_and_transport_facilities_to_sch,Reimbursement of Tuition fee and transport facilities to Scheduled Caste students studying in Technical Institution in Haryana,Department of Technical Education: 2 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_educated_youth_allowance_and_honorarium_scheme_2016_saksham_,Educated Youth Allowance and Honorarium Scheme - 2016 SAKSHAM YUVA Scheme,Department of Employment : 2 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_unemployment_allowance_scheme_for_the_educated_unemployed_yo,Unemployment Allowance Scheme for the Educated Unemployed Youth,Department of Employment : 2 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_green_india_mission_gim,Green India Mission GIM,Department of Forest and Wild Life: 1 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_deendayal_antyodaya_yojana_national_urban_livelihoods_missio,Deendayal Antyodaya Yojana-National Urban Livelihoods Mission DAY-NULM,Department of Urban Local Bodies: 3 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_pm_street_vendor_s_atmanirbharnidhi_pmsvanidhi_haryana,PM-Street Vendor's AtmaNirbharNidhi PMSVANidhi-Haryana,Department of Urban Local Bodies: 3 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_swachh_bharat_mission_urban,Swachh Bharat Mission Urban,Department of Urban Local Bodies: 3 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_mukhya_mantri_dugdh_utpadhak_protsahan_yojana_in_haryana,Mukhya Mantri Dugdh Utpadhak Protsahan Yojana in Haryana,Department of Cooperation: 1 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_pmay_g,PMAY-G,Housing For All: 2 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_pradhan_mantri_awas_yojana_urban_pmay_u,Pradhan Mantri Awas Yojana-Urban  PMAY-U,Housing For All: 2 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_deen_dayal_upadhaya_antyodaya_parivar_suraksha_yojana,Deen Dayal Upadhaya Antyodaya Parivar Suraksha Yojana,Department of Finance: 1 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_per_drop_more_crop,Per Drop-More Crop,Department of Irrigation and  Water Resources: 1 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_haryana_victim_compensation_scheme_2020_part_i_and_ii,"Haryana Victim Compensation Scheme, 2020 Part I and II",Administration of Justice Department : 1 Scheme(s),state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_haryana_media_personnel_welfare_fund_administration_scheme,Haryana Media Personnel Welfare Fund Administration Scheme,"Information, Public Relations and Languages Department: 3 Scheme(s)",state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_matribhasha_satyagrahi_of_hindi_aandolan_1957,Matribhasha Satyagrahi of Hindi Aandolan 1957,"Information, Public Relations and Languages Department: 3 Scheme(s)",state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbt_haryana_schemelist_pension_scheme_for_media_persons_above_the_age_of_60_years,Pension Scheme for Media Persons above the age of 60 years,"Information, Public Relations and Languages Department: 3 Scheme(s)",state,state,mixed,,,,,,,Haryana,,https://www.dbtharyana.gov.in/scheme/schemelist
dbtbharat_central_schemes_agricultural_extension,Agricultural Extension,Department of Agricultural Research and Education,central,central,mixed,,https://icar.org.in/agricultural-extension-division/agricultural-extension-division,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_agedn_national_talent_scholarship_ug,AgEdn - National Talent Scholarship UG,Department of Agricultural Research and Education,central,central,mixed,,https://education.icar.gov.in/Event_details.aspx?component=NTS&DegProg=UG&SchemeCode=NTSU,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_agedn_merit_cum_means_scholarship,AgEdn - Merit Cum Means scholarship,Department of Agricultural Research and Education,central,central,mixed,,https://education.icar.gov.in/Files/Guidelines/mcmscholarship-04012016.pdf,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_agedn_post_matric_scholarship,AgEdn - Post Matric Scholarship,Department of Agricultural Research and Education,central,central,mixed,,https://education.icar.gov.in/Event_details.aspx?component=NTS&DegProg=PMS&SchemeCode=PMS,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_agedn_students_ready,AgEdn - Students READY,Department of Agricultural Research and Education,central,central,mixed,,https://education.icar.gov.in/student_ready.aspx,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_agedn_netaji_subhas_icar_international_fellowship,AgEdn - Netaji Subhas ICAR International Fellowship,Department of Agricultural Research and Education,central,central,mixed,,https://education.icar.gov.in/NetajiSubhasNotification,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_agedn_icar_junior_research_fellowship,AgEdn - ICAR Junior Research Fellowship,Department of Agricultural Research and Education,central,central,mixed,,https://education.icar.gov.in/pdf/GuidelinesforICAR-JRFSRFandICAR-PGScholarship.pdf,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_agedn_icar_senior_research_fellowship,AgEdn - ICAR Senior Research Fellowship,Department of Agricultural Research and Education,central,central,mixed,,https://education.icar.gov.in/pdf/GuidelinesforICAR-JRFSRFandICAR-PGScholarship.pdf,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_agedn_india_africa_fellowship,AgEdn - India-Africa Fellowship,Department of Agricultural Research and Education,central,central,mixed,,https://education.icar.gov.in/indoafricaindoafganistan.aspx,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_agedn_india_afghanistan_fellowship,AgEdn - India-Afghanistan Fellowship,Department of Agricultural Research and Education,central,central,mixed,,https://education.icar.gov.in/indoafricaindoafganistan.aspx,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_agedn_national_talent_scholarship_pg,AgEdn - National Talent Scholarship PG,Department of Agricultural Research and Education,central,central,mixed,,https://education.icar.gov.in/Event_details.aspx?component=NTS&DegProg=UG&SchemeCode=NTSU,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_as_ndri_institute_scholarship_for_m_sc_and_ph_d,AS_NDRI_Institute Scholarship for M.Sc. and Ph.D.,Department of Agricultural Research and Education,central,central,mixed,,https://ndri.res.in/education/scholarships-fellowships,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_fs_cife_institutional_fellowship,FS - CIFE - Institutional Fellowship,Department of Agricultural Research and Education,central,central,mixed,,https://www.cife.edu.in,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_cs_iari_scholarship,CS- IARI Scholarship,Department of Agricultural Research and Education,central,central,mixed,,https://www.iari.res.in/index.php?option=com_content&view=article&id=113&Itemid=1208,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_iasri_scholarship_for_msc_and_phd,IASRI Scholarship for MSc and PhD,Department of Agricultural Research and Education,central,central,mixed,,https://iasri.icar.gov.in,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_as_ivri_institute_scholarship_for_m_v_sc_and_ph_d,AS_IVRI_Institute Scholarship for M.V.Sc. and Ph.D.,Department of Agricultural Research and Education,central,central,mixed,,http://www.ivri.nic.in/,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_krishi_unnati_yojana_kuy_movcdner,Krishi Unnati Yojana (KUY)-MOVCDNER,Department of Agriculture and Farmers Welfare,central,central,mixed,,http://agricoop.nic.in/sites/default/files/movcdner_revised.pdf,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_pradhan_mantri_fasal_bima_yojna,Pradhan Mantri Fasal Bima Yojna,Department of Agriculture and Farmers Welfare,central,central,mixed,,https://pmfby.gov.in/farmerRegistrationForm,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_sub_mission_on_seeds_and_planting_material,Sub-Mission on Seeds and Planting Material,Department of Agriculture and Farmers Welfare,central,central,mixed,,https://seednet.gov.in/,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_national_food_security_mission_nfsm,National Food Security Mission - NFSM,Department of Agriculture and Farmers Welfare,central,central,mixed,,https://nfsm.gov.in/,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_sub_mission_on_agriculture_mechanization_centrally_sponsored,Sub Mission on Agriculture Mechanization-Centrally Sponsored,Department of Agriculture and Farmers Welfare,central,central,mixed,,https://agrimachinery.nic.in/Farmer/Management/Index,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_nmsa_rainfed_area_development,NMSA-Rainfed Area Development,Department of Agriculture and Farmers Welfare,central,central,mixed,,https://nmsa.dac.gov.in/frmComponents.aspx,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_rkvy_raftaar,RKVY (RAFTAAR),Department of Agriculture and Farmers Welfare,central,central,mixed,,http://rkvy.nic.in/static/download,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_mission_for_integrated_development_of_horticulture,Mission for Integrated Development of Horticulture,Department of Agriculture and Farmers Welfare,central,central,mixed,,https://midh.gov.in/,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_per_drop_more_crop,Per Drop More Crop,Department of Agriculture and Farmers Welfare,central,central,mixed,,https://pmksy.nic.in/Ksuvidha/Benificiary_Entry.aspx,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_agri_clinics_and_agri_business_centres_acabc,Agri Clinics and Agri Business Centres ACABC,Department of Agriculture and Farmers Welfare,central,central,mixed,,https://acabcmis.gov.in/ApplicantReg.aspx,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_agriculture_technology_management_agency_atma_extension_func,Agriculture Technology Management Agency (ATMA) - Extension Functionaries,Department of Agriculture and Farmers Welfare,central,central,mixed,,http://agricoop.gov.in/sites/default/files/ATMA-Guidelines%202018.pdf,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_agriculture_technology_management_agency_atma_farmers,Agriculture Technology Management Agency (ATMA)- Farmers,Department of Agriculture and Farmers Welfare,central,central,mixed,,http://agricoop.gov.in/sites/default/files/ATMA-Guidelines%202018.pdf,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_sub_mission_on_agriculture_mechanization_central_sector,Sub Mission on Agriculture Mechanization-Central Sector,Department of Agriculture and Farmers Welfare,central,central,mixed,,https://agrimachinery.nic.in/Farmer/Management/Index,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_pm_kisan,PM KISAN,Department of Agriculture and Farmers Welfare,central,central,mixed,,https://pmkisan.gov.in,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_national_mission_on_edible_oil_oilpalm,National Mission on Edible Oil-Oilpalm,Department of Agriculture and Farmers Welfare,central,central,mixed,,https://nmeo.dac.gov.in,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_pradhan_mantri_kisan_mandhan_yojna,Pradhan Mantri Kisan Mandhan Yojna,Department of Agriculture and Farmers Welfare,central,central,mixed,,https://maandhan.in,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_national_mission_on_natural_farming,National Mission on Natural Farming,Department of Agriculture and Farmers Welfare,central,central,mixed,,https://naturalfarming.dac.gov.in,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_modified_interest_subvention_scheme,MODIFIED INTEREST SUBVENTION SCHEME,Department of Agriculture and Farmers Welfare,central,central,mixed,,https://fasalrin.gov.in/,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_mission_organic_value_chain_development_for_north_east_regio,Mission Organic Value Chain Development for North East Region,Department of Agriculture and Farmers Welfare,central,central,mixed,,http://agricoop.nic.in/sites/default/files/movcdner_revised.pdf,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_livestock_health_and_diseases_control,Livestock Health and Diseases Control,Department of Animal Husbandry and Dairying,central,central,mixed,,https://dahd.nic.in/schemes/programmes/nadcp,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_raja_ramanna_centre_for_advanced_technology_rrcat_opportunit,Raja Ramanna Centre for Advanced technology RRCAT-Opportunities of Projects in RRCAT for Students,Department of Atomic Energy,central,central,mixed,,https://www.rrcat.gov.in/hrd/ProjectWork_Training_Opper.html,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_advanced_centre_for_treatment_research_and_education_in_canc,"Advanced Centre for Treatment, Research, and Education in Cancer ACTREC-Phd Programme",Department of Atomic Energy,central,central,mixed,,https://actrec.gov.in/life-sciences,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_imsc_phd_programme,IMSc- Phd Programme,Department of Atomic Energy,central,central,mixed,,https://www.imsc.res.in/phd_programme_mathematics,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_junior_research_fellowship,Junior Research Fellowship,Department of BioTechnology,central,central,mixed,,https://rcb.res.in/BET/,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_research_associates,Research Associates,Department of BioTechnology,central,central,mixed,,https://ra.dbtindia.gov.in/,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_bhopal_gas_leak_disaster,Bhopal Gas Leak Disaster,Department of Chemicals and Petrochemicals,central,central,mixed,,https://chemicals.nic.in/sites/default/files/Bhopal_Gas_file1.pdf,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_coffee_board,Coffee Board,Department of Commerce,central,central,mixed,,https://www.indiacoffee.org/,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_tea_board,Tea Board,Department of Commerce,central,central,mixed,,http://onlineapps.teaboard.gov.in/OnlineRegistration/UserRegistration.aspx,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_rubber_board,Rubber Board,Department of Commerce,central,central,mixed,,https://serviceonline.gov.in/dbt/getServiceDesc.html?serviceId=15670001,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_spice_board,Spice board,Department of Commerce,central,central,mixed,,https://www.indianspices.com/,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_apeda,APEDA,Department of Commerce,central,central,mixed,,https://apeda.gov.in/apedawebsite/,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_mpeda,MPEDA,Department of Commerce,central,central,mixed,,http://e-mpeda.nic.in/registration/Reg_login.aspx,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_price_stabilization_fund,Price Stabilization Fund,Department of Consumer Affairs,central,central,mixed,,https://consumeraffairs.nic.in/sites/default/files/file-uploads/price_monitoring/PSF%20Operational%20Guidellines%20DOCA_0.pdf,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_swachh_bharat_mission_gramin,Swachh Bharat Mission Gramin,Department of Drinking Water and Sanitation,central,central,mixed,,https://swachhbharatmission.gov.in/,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_deen_dayal_disabled_rehabilitation_scheme,Deen Dayal Disabled Rehabilitation Scheme,Department of Empowerment of Persons with Disabilities,central,central,mixed,,http://www.grants-msje.gov.in/bo-login#,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_assistance_to_disabled_persons_for_purchase_fitting_of_aids_,"Assistance to Disabled Persons for Purchase, Fitting of Aids, Appliances",Department of Empowerment of Persons with Disabilities,central,central,mixed,,https://serviceonline.gov.in/dbt/directApplyService.do?serviceId=15630002&state=99,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_national_fellowship_for_students_with_disabilities,National Fellowship for Students with Disabilities,Department of Empowerment of Persons with Disabilities,central,central,mixed,,https://www.ugc.ac.in/nfpwd/,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_national_overseas_scholarship_for_students_with_disabilities,National Overseas Scholarship for students with disabilities,Department of Empowerment of Persons with Disabilities,central,central,mixed,,https://disabilityaffairs.gov.in/content/page/scholarship.php,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
dbtbharat_central_schemes_scholarship_for_top_class_education_for_students_with_disabi,Scholarship for Top Class Education for students with disabilities,Department of Empowerment of Persons with Disabilities,central,central,mixed,,https://scholarships.gov.in/,,,,,ALL,,https://dbtbharat.gov.in/central-scheme/list
